,Lng,Lat,Cid,tradeTime,followers,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
70393,116.152698,40.116606,1111046888092,20170619,187,320.0,85.62,2.0,1,1,1.0,6,4.0,2009.0,3,2,0.33299999999999996,0.0,1.0,0.0,8,37277.0
89849,116.22028300000001,40.043636,1111027376008,20171217,39,336.0,55.08,1.0,1,1,1.0,8,4.0,2010.0,4,6,0.33299999999999996,1.0,0.0,0.0,8,63444.0
165277,116.58646499999999,39.918172,1111027375141,20150329,1,113.0,36.76,1.0,1,1,1.0,18,4.0,2005.0,4,6,0.4,1.0,1.0,1.0,7,55507.0
51914,116.332045,40.081334000000005,1111027377891,20161225,19,340.5,58.57,1.0,1,1,1.0,6,4.0,1994.0,4,2,0.5,0.0,1.0,0.0,6,48852.0
23426,116.31213100000001,39.970749,1111027381078,20160826,12,415.0,45.79,1.0,1,1,1.0,6,4.0,1995.0,3,2,0.33299999999999996,0.0,1.0,1.0,8,90890.0
271856,116.224768,39.904247999999995,1111027377889,20130905,1,285.0,87.17,2.0,1,1,1.0,18,1.0,1995.0,1,6,0.25,1.0,1.0,0.0,9,49964.0
3472,116.39910800000001,39.876841999999996,1111027382485,20160726,44,810.0,90.0,2.0,2,1,1.0,19,3.0,2010.0,3,6,0.33299999999999996,1.0,0.0,0.0,1,97522.0
219471,116.227892,39.780755,1111027380035,20160524,14,184.0,106.9,3.0,1,1,1.0,6,4.0,2003.0,1,2,0.5,0.0,0.0,0.0,5,31653.0
54401,116.372841,40.080110999999995,1111027375153,20161226,18,370.5,67.68,2.0,1,1,1.0,6,4.0,1995.0,4,2,0.33299999999999996,0.0,1.0,1.0,6,47997.0
105384,116.40008799999998,40.113401,1111027380222,20141123,3,215.0,123.09,3.0,2,1,2.0,6,4.0,,3,2,0.5,0.0,1.0,0.0,6,34535.0
141957,116.54437800000001,39.968509000000005,1111041517016,20130719,0,330.0,91.69,3.0,2,1,1.0,6,4.0,2011.0,1,6,0.5,1.0,0.0,0.0,7,63518.0
189491,116.468185,40.006896999999995,1111027374991,20160306,2,858.0,162.38,4.0,2,1,2.0,9,3.0,2001.0,4,6,0.33299999999999996,1.0,1.0,1.0,7,73792.0
183169,116.506351,39.966184999999996,1111027378005,20160117,10,527.0,142.45,3.0,2,1,2.0,16,3.0,2003.0,3,6,0.667,1.0,1.0,1.0,7,58984.0
77479,116.33549099999999,39.780885999999995,1111027375995,20170724,84,558.0,90.0,3.0,2,1,1.0,24,3.0,2010.0,4,6,0.5,1.0,0.0,1.0,4,56901.0
249119,116.260421,39.927665000000005,1111027381744,20130817,3,300.0,61.1,2.0,1,1,1.0,6,4.0,1997.0,1,2,0.5,0.0,1.0,0.0,8,63813.0
18102,116.43056200000001,40.045549,1111027376255,20160720,9,443.0,98.31,2.0,1,1,2.0,26,1.0,2005.0,4,6,0.3,1.0,1.0,0.0,7,52306.0
309772,116.369702,39.890309,1111027378792,20150702,9,232.0,52.59,1.0,0,1,1.0,22,1.0,2004.0,4,6,0.188,1.0,1.0,1.0,10,66340.0
199313,116.40426299999999,39.944,1111027378257,20140111,3,314.0,41.57,2.0,1,1,1.0,5,4.0,1985.0,1,2,0.33299999999999996,0.0,1.0,1.0,1,137036.0
180597,116.425063,40.044097,1111027378336,20151220,1,133.0,50.64,1.0,0,1,1.0,13,3.0,2011.0,3,6,0.16699999999999998,1.0,0.0,1.0,7,52870.0
6382,116.380053,39.987291,1111027378146,20160711,20,455.0,61.2,2.0,1,1,1.0,7,4.0,1998.0,1,2,0.33299999999999996,0.0,1.0,1.0,8,81308.0
101127,116.324073,40.082161,1111027374726,20131124,15,345.0,99.54,2.0,1,1,1.0,6,4.0,2006.0,1,6,0.5,0.0,1.0,1.0,6,49033.0
182760,116.409861,40.042394,1111027379363,20160322,282,460.0,94.52,2.0,1,1,1.0,14,4.0,2001.0,4,6,0.5,1.0,1.0,0.0,7,57090.0
29472,116.505017,39.928801,1111027376019,20160822,11,274.8,61.59,2.0,1,1,1.0,6,4.0,1986.0,4,6,0.33299999999999996,0.0,1.0,1.0,7,54318.0
216226,116.347563,39.729069,1111027378119,20151129,4,150.5,61.16,2.0,1,1,1.0,6,4.0,1994.0,4,2,0.5,0.0,0.0,0.0,4,38263.0
299165,116.38803200000001,39.933493,1111027379975,20130130,0,270.0,50.9,2.0,1,1,1.0,6,4.0,1984.0,1,2,0.2,0.0,0.0,1.0,10,121269.0
192795,116.501958,39.882585999999996,1111027379326,20160423,3,785.0,152.63,3.0,2,1,2.0,21,3.0,2006.0,4,6,1.0,1.0,1.0,1.0,7,59213.0
21005,116.43942,40.072066,1111027380051,20160731,15,310.0,101.37,2.0,1,1,1.0,16,1.0,2001.0,3,2,0.25,1.0,1.0,0.0,6,40934.0
267534,116.31696299999999,40.056306,1111027382721,20160428,11,415.0,119.88,3.0,1,1,1.0,24,1.0,2001.0,4,6,0.222,1.0,1.0,1.0,8,52911.0
179650,116.478715,39.916424,1111027380171,20151201,5,306.0,61.9,1.0,1,1,1.0,27,1.0,2005.0,4,6,0.5,1.0,1.0,1.0,7,79775.0
316670,116.35479199999999,39.885022,1111027382268,20160508,33,290.0,44.25,2.0,1,1,1.0,5,4.0,1978.0,2,4,0.33299999999999996,0.0,0.0,0.0,10,80214.0
245369,116.349984,39.992769,1111027382338,20121015,0,238.0,66.7,3.0,1,1,1.0,6,4.0,1987.0,1,2,0.25,0.0,1.0,1.0,8,86119.0
224941,116.27876,39.895269,1111027376786,20130306,2,220.0,86.27,1.0,1,1,1.0,27,1.0,2010.0,1,6,0.222,1.0,0.0,0.0,2,43332.0
252269,116.30848200000001,39.943704,1111027376159,20140427,1,267.0,64.01,2.0,1,1,1.0,18,1.0,1990.0,4,6,0.25,1.0,1.0,1.0,8,76783.0
166980,116.47206399999999,39.887679999999996,1111027378492,20150711,11,201.0,59.73,2.0,1,1,1.0,6,4.0,1983.0,3,2,0.33299999999999996,0.0,1.0,1.0,7,57680.0
137390,116.47668200000001,39.934282,1111027379873,20130303,1,330.0,78.8,3.0,1,1,1.0,16,1.0,1987.0,1,6,0.28600000000000003,1.0,1.0,1.0,7,66764.0
273345,116.24700800000001,39.906426,1111027382209,20141003,0,428.0,100.26,2.0,2,1,1.0,21,3.0,2006.0,4,6,0.4,1.0,1.0,1.0,9,64222.0
62738,116.391726,39.978788,1111027382272,20170303,21,905.0,73.2,2.0,1,1,1.0,20,1.0,1992.0,1,2,0.25,1.0,0.0,1.0,10,121898.0
225574,116.320535,39.890097999999995,1111027379963,20130630,0,234.0,59.1,2.0,1,1,1.0,6,4.0,1980.0,1,2,0.33299999999999996,0.0,1.0,1.0,2,58959.0
7273,116.32195300000001,40.058245,1111027378318,20160628,33,288.0,72.06,1.0,1,1,1.0,18,1.0,2000.0,1,6,0.25,1.0,1.0,1.0,8,60019.0
298594,116.34498500000001,39.891739,1111027381801,20121210,0,244.4,68.03,2.0,1,1,1.0,26,1.0,2004.0,1,6,0.25,1.0,1.0,1.0,10,89350.0
72604,116.311376,39.95358,1111027376154,20170506,26,580.0,53.04,2.0,1,1,1.0,6,4.0,1985.0,1,2,0.33299999999999996,0.0,1.0,0.0,8,89849.0
10850,116.444313,39.862823999999996,1111027374133,20160625,10,430.0,115.26,2.0,2,1,1.0,24,1.0,2000.0,4,6,0.2,1.0,1.0,1.0,2,52229.0
30519,116.445972,39.985587,1111041464248,20160921,13,1200.0,86.09,2.0,1,1,2.0,16,4.0,2012.0,4,6,0.3,1.0,0.0,1.0,7,146493.0
59511,116.46859199999999,40.028148,1111027376129,20170222,26,775.0,91.78,2.0,1,1,1.0,29,1.0,2008.0,4,6,0.5,1.0,1.0,1.0,7,74926.0
28382,116.65526499999999,40.139222,1111027381518,20160829,19,175.0,56.22,1.0,1,1,1.0,6,4.0,1989.0,3,2,0.5,0.0,0.0,1.0,13,38143.0
42493,116.309045,40.083071999999994,1111027378159,20161127,144,390.0,85.78,2.0,2,1,1.0,6,4.0,2000.0,4,2,0.5,0.0,1.0,0.0,6,41411.0
262842,116.293444,40.037849,1111027382732,20160226,54,284.0,61.22,2.0,1,1,1.0,6,4.0,1995.0,3,2,0.5,0.0,1.0,0.0,8,65588.0
263413,116.31241999999999,39.959208000000004,1111027376606,20151220,1,260.0,39.68,1.0,1,1,1.0,6,4.0,1989.0,3,2,0.33299999999999996,0.0,1.0,0.0,8,86004.0
219495,116.15460800000001,39.726495,1111027379063,20160416,3,188.0,91.38,2.0,1,1,1.0,15,4.0,2011.0,4,6,0.25,1.0,1.0,1.0,5,35310.0
128821,116.59246999999999,39.926531,1111027375969,20120727,0,123.2,48.2,1.0,1,1,1.0,11,4.0,2002.0,1,6,0.5,1.0,1.0,1.0,7,61359.0
247343,116.296249,39.949325,1111027380476,20130306,0,443.0,105.63,2.0,2,1,1.0,17,1.0,1997.0,1,6,0.25,1.0,0.0,1.0,8,83166.0
271789,116.24700800000001,39.906426,1111027382209,20130908,13,248.0,62.76,1.0,1,1,1.0,27,1.0,2007.0,1,6,0.33299999999999996,1.0,1.0,0.0,9,64222.0
109232,116.322852,40.088619,1111027379919,20151126,47,273.0,129.84,3.0,2,1,2.0,6,4.0,2009.0,4,2,0.5,0.0,1.0,0.0,6,37289.0
136749,116.51313700000001,39.978272,1111027377589,20130222,0,315.0,78.84,2.0,2,1,1.0,9,4.0,2005.0,1,6,0.25,1.0,0.0,0.0,7,73113.0
266155,116.37524599999999,40.044621,1111027376051,20160226,5,460.0,104.73,3.0,2,1,1.0,6,4.0,2004.0,1,2,0.5,0.0,1.0,0.0,8,60502.0
9288,116.46603,40.011663,1111027373694,20160806,15,518.0,65.0,1.0,1,1,1.0,28,4.0,2010.0,4,6,0.667,1.0,0.0,1.0,7,102606.0
280990,116.65468200000001,40.125799,1111027382152,20141019,1,209.0,99.75,2.0,1,1,1.0,9,4.0,2004.0,4,2,0.5,1.0,1.0,0.0,13,43994.0
262117,116.364694,39.987093,1111027381844,20151109,7,210.0,36.0,1.0,1,1,1.0,6,4.0,1982.0,3,4,0.33299999999999996,0.0,1.0,1.0,8,84580.0
21697,116.31213100000001,39.970749,1111027381078,20160914,2,816.0,79.3,4.0,2,1,1.0,6,4.0,1991.0,3,2,0.5,0.0,0.0,1.0,8,90890.0
101804,116.35751299999998,40.0711,1111027380996,20130920,3,332.0,100.93,2.0,1,1,1.0,32,1.0,2003.0,1,6,0.375,1.0,1.0,1.0,8,52390.0
259195,116.36556200000001,39.982896000000004,1111027380129,20150508,0,239.0,45.9,1.0,1,1,1.0,6,4.0,1989.0,4,2,0.33299999999999996,0.0,1.0,1.0,8,85645.0
267279,116.27056499999999,39.91258,1111027376011,20160404,4,240.0,53.49,1.0,1,1,1.0,16,3.0,2000.0,4,6,0.222,1.0,1.0,1.0,8,56690.0
13867,116.638919,39.900576,1111027376334,20160711,14,200.0,58.24,1.0,0,1,1.0,22,1.0,2009.0,4,6,0.16699999999999998,1.0,1.0,0.0,11,45099.0
130608,116.498241,39.971858000000005,1111027377050,20121218,1,197.0,94.73,2.0,2,1,1.0,21,3.0,2006.0,1,6,0.125,1.0,0.0,1.0,7,55275.0
278283,116.648422,40.137571,1111027381324,20120924,0,113.0,78.46,2.0,2,1,1.0,5,4.0,1994.0,1,2,0.5,0.0,1.0,1.0,13,39215.0
173768,116.47668700000001,39.988644,1111027375068,20150816,1,245.0,55.59,2.0,1,1,1.0,6,4.0,1993.0,4,2,0.33299999999999996,0.0,1.0,1.0,7,67436.0
39810,116.32548899999999,39.911238,1111027381614,20160927,5,610.0,70.54,3.0,1,1,1.0,5,4.0,2004.0,4,2,0.33299999999999996,0.0,0.0,1.0,8,81571.0
241735,116.377299,39.984455,1111027378254,20120205,0,200.0,61.9,2.0,1,1,1.0,6,4.0,,1,2,0.33299999999999996,0.0,0.0,1.0,8,91201.0
175252,116.425063,40.044097,1111027378336,20151105,2,230.0,56.88,2.0,1,1,2.0,13,3.0,2011.0,3,6,0.182,1.0,0.0,1.0,7,52870.0
276755,116.21608700000002,39.939689,1111027381812,20160430,7,860.0,221.16,4.0,2,1,4.0,10,3.0,2006.0,4,6,0.5,1.0,1.0,0.0,9,56973.0
197066,116.41908600000001,39.945744,1111027380693,20130103,1,391.0,68.0,2.0,1,1,1.0,6,4.0,2002.0,1,6,0.5,0.0,0.0,1.0,1,121707.0
196534,116.42126299999998,39.946757,1111027377077,20120816,0,263.0,54.78,1.0,1,1,1.0,10,3.0,2003.0,1,6,0.25,1.0,1.0,1.0,1,123223.0
256743,116.36453799999998,39.957757,1111027380269,20150426,22,295.0,60.77,1.0,1,1,1.0,19,1.0,2004.0,4,6,0.154,1.0,1.0,0.0,8,76567.0
171154,116.43056200000001,40.045549,1111027376255,20150901,10,242.0,64.43,1.0,1,1,1.0,15,4.0,2005.0,4,6,0.33299999999999996,1.0,1.0,0.0,7,52306.0
91382,116.587018,39.912749,1111027379461,20171211,19,293.0,58.79,2.0,1,1,1.0,6,4.0,1985.0,4,2,0.33299999999999996,0.0,1.0,1.0,7,46814.0
45673,116.34095900000001,39.994651,1111040862984,20161026,0,720.0,96.0,4.0,2,2,3.0,31,1.0,2011.0,1,6,0.33299999999999996,1.0,0.0,1.0,8,88489.0
85873,116.28396200000002,39.951413,1111027376511,20171105,23,600.0,62.66,1.0,1,1,1.0,14,4.0,2004.0,3,6,0.4,1.0,0.0,0.0,8,92672.0
249848,116.22028300000001,40.043636,1111027376008,20130928,6,330.0,85.17,2.0,1,1,1.0,8,3.0,2010.0,1,6,0.5,1.0,1.0,0.0,8,63444.0
20266,116.30848200000001,39.943704,1111027376159,20160728,10,426.0,59.6,2.0,1,1,1.0,17,3.0,1987.0,1,6,0.25,1.0,1.0,0.0,8,76783.0
88723,116.44628200000001,40.052378000000004,1111027382441,20180103,56,666.0,81.32,2.0,1,1,1.0,24,4.0,2011.0,1,6,0.5,1.0,1.0,1.0,7,82877.0
252875,116.308081,39.951777,1111027376361,20141024,31,313.0,68.5,3.0,1,1,1.0,6,4.0,1992.0,4,2,0.5,0.0,1.0,1.0,8,89256.0
216948,116.33544499999999,39.737634,1111027381667,20160112,0,166.0,69.6,1.0,1,1,1.0,15,4.0,2009.0,3,6,0.5,1.0,1.0,1.0,4,43252.0
138291,116.46847700000001,40.008959000000004,1111027378522,20130310,0,298.0,74.85,2.0,1,1,1.0,7,4.0,1998.0,1,2,0.5,0.0,0.0,0.0,7,70059.0
41959,116.509975,39.970471,1111027374059,20161228,86,600.0,140.58,3.0,1,1,2.0,25,1.0,2003.0,3,6,0.375,1.0,1.0,0.0,7,51827.0
179837,116.51313700000001,39.978272,1111027377589,20151107,9,251.0,58.85,1.0,1,1,1.0,9,4.0,2005.0,3,6,0.25,1.0,1.0,0.0,7,73113.0
305984,116.34063300000001,39.891697,1111027375126,20150426,11,260.0,57.59,2.0,1,1,1.0,6,4.0,1985.0,4,2,0.2,0.0,1.0,1.0,10,86538.0
153191,116.456795,39.973905,1111027380148,20141104,2,785.0,153.09,3.0,2,1,2.0,28,4.0,2005.0,4,6,0.667,1.0,1.0,1.0,7,86465.0
165664,116.49203899999999,40.004922,1111027379030,20150616,20,746.0,148.38,3.0,2,1,2.0,28,4.0,2006.0,4,6,0.667,1.0,1.0,1.0,7,95151.0
140411,116.503578,39.961828999999994,1111027378611,20130519,1,218.5,69.52,3.0,1,1,1.0,6,4.0,1985.0,1,2,0.5,0.0,1.0,1.0,7,54832.0
107766,116.379856,40.085112,1111027375515,20150913,19,160.8,56.56,3.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,1.0,0.0,6,55111.0
204139,116.40256699999999,39.869745,1111027377548,20151213,27,230.0,66.88,2.0,1,1,1.0,16,1.0,1999.0,4,6,0.2,1.0,0.0,1.0,1,63088.0
10563,116.34409299999999,39.814005,1111027378946,20160627,9,213.0,67.19,1.0,1,1,1.0,9,4.0,2010.0,1,6,0.25,1.0,0.0,0.0,2,43889.0
35319,116.475407,39.852043,1111027378192,20161201,117,369.8,88.09,2.0,1,1,1.0,6,4.0,2003.0,4,2,0.5,0.0,0.0,0.0,7,42812.0
57528,116.157467,39.730412,1111045972696,20170120,52,220.0,65.48,1.0,1,1,1.0,16,,2003.0,3,6,0.25,1.0,0.0,1.0,5,27988.0
229842,116.397236,39.864463,1111027375866,20160229,70,310.0,89.69,3.0,1,1,1.0,24,1.0,2000.0,3,2,0.2,1.0,1.0,0.0,2,55113.0
27954,116.24294499999999,40.215684,1111027377543,20160815,0,340.0,88.57,2.0,2,1,1.0,28,3.0,2010.0,4,6,0.667,1.0,1.0,0.0,6,45281.0
209897,116.34208799999999,39.749733,1111027378968,20130113,1,109.0,61.28,2.0,1,1,1.0,6,4.0,,1,2,0.2,0.0,1.0,1.0,4,41149.0
144694,116.44628200000001,40.052378000000004,1111027382441,20130928,1,435.0,89.53,3.0,1,1,1.0,24,4.0,2011.0,1,6,0.5,1.0,0.0,1.0,7,82877.0
13716,116.36403899999999,39.848137,1111027376529,20160629,0,378.0,75.61,2.0,1,1,1.0,6,4.0,1999.0,1,4,0.5,0.0,0.0,1.0,2,64123.0
244675,116.284755,39.93453,1111027376911,20120821,0,355.9,97.36,2.0,1,1,1.0,17,3.0,2009.0,1,6,0.25,1.0,0.0,1.0,8,70141.0
188144,116.47448899999999,39.924229,1111027375083,20160413,24,560.0,104.4,3.0,1,1,1.0,6,4.0,1996.0,4,2,0.33299999999999996,0.0,1.0,1.0,7,77339.0
154051,116.47773000000001,40.002156,1111027380317,20150411,12,362.5,96.04,3.0,1,1,1.0,30,1.0,1997.0,4,6,0.25,1.0,1.0,1.0,7,60348.0
55677,116.425304,40.112553000000005,1111027378310,20161228,18,297.0,64.84,1.0,1,1,1.0,5,4.0,2004.0,1,2,0.33299999999999996,0.0,1.0,0.0,6,41888.0
20576,116.320535,39.890097999999995,1111027379963,20160825,42,298.0,57.69,2.0,1,1,1.0,6,4.0,1992.0,3,2,0.33299999999999996,0.0,1.0,1.0,2,58959.0
138598,116.589955,39.920154,1111027379152,20130617,2,169.5,68.5,1.0,1,1,1.0,18,3.0,,1,6,0.33299999999999996,1.0,0.0,0.0,7,45616.0
231999,116.37701399999999,39.857321999999996,1111027380367,20150412,2,400.0,109.11,2.0,2,1,2.0,18,3.0,2003.0,4,6,0.25,1.0,1.0,1.0,2,53235.0
14642,116.40737299999999,40.011061,1111027375537,20160717,14,310.0,63.39,1.0,1,1,1.0,25,1.0,2000.0,3,6,0.267,1.0,1.0,1.0,7,62293.0
163211,116.51291599999999,39.864253999999995,1111027376354,20150301,2,373.6,124.35,3.0,2,2,2.0,11,3.0,2008.0,4,6,0.5,1.0,1.0,0.0,7,46072.0
278373,116.55995300000001,40.117154,1111027377343,20130105,0,204.0,96.17,2.0,1,1,1.0,10,3.0,2010.0,1,6,0.5,1.0,0.0,0.0,13,54715.0
290175,116.66484799999999,39.942927000000005,1111027381046,20141105,4,101.5,55.63,1.0,1,1,1.0,6,4.0,2002.0,4,2,0.33299999999999996,0.0,0.0,0.0,11,37601.0
126507,116.58891299999999,39.922146000000005,1111027377088,20121211,0,205.0,112.76,3.0,2,1,2.0,6,4.0,2003.0,1,2,0.5,0.0,0.0,0.0,7,44672.0
54468,116.387363,39.864499,1111027381973,20161227,8,320.0,54.2,2.0,1,1,1.0,6,4.0,1990.0,3,2,0.5,0.0,1.0,1.0,2,52501.0
111676,116.43268400000001,40.077562,1111027380057,20151015,1,320.0,139.47,3.0,2,1,2.0,10,3.0,2008.0,2,6,0.5,1.0,1.0,0.0,6,38384.0
27524,116.192392,39.778845000000004,1111056093957,20160828,5,237.5,70.23,2.0,1,1,1.0,8,4.0,2014.0,4,6,0.5,1.0,0.0,0.0,5,41551.0
51787,116.349984,39.992769,1111027382338,20170220,81,417.0,44.0,2.0,1,1,1.0,6,4.0,1985.0,4,2,0.25,0.0,0.0,1.0,8,86119.0
281103,116.65976599999999,40.128078,1111027377451,20150103,2,131.0,56.34,2.0,1,1,1.0,6,4.0,1987.0,4,2,0.33299999999999996,0.0,1.0,0.0,13,49442.0
204591,116.41383799999998,39.895714,1111027377501,20151130,30,335.0,60.79,2.0,1,1,1.0,6,3.0,2002.0,4,6,0.5,0.0,1.0,1.0,1,82323.0
122283,116.375054,40.018311,1111027375625,20121020,0,185.0,57.46,1.0,1,1,1.0,6,4.0,2000.0,1,2,0.5,0.0,1.0,0.0,7,70292.0
41960,116.37329299999999,39.941673,1111027380645,20161030,2,183.0,13.1,1.0,0,0,0.0,1,4.0,,1,3,0.33299999999999996,0.0,0.0,1.0,10,107645.0
134711,116.4388,40.054941,1111027375158,20130126,0,257.0,67.44,2.0,1,1,2.0,17,3.0,2012.0,1,6,0.174,1.0,0.0,1.0,7,77695.0
241088,116.298736,39.934527,1111027376013,20120304,0,190.0,73.3,3.0,1,1,1.0,6,4.0,1992.0,1,2,0.5,0.0,1.0,1.0,8,80645.0
242053,116.383908,39.979902,1111027374505,20120205,0,715.0,213.46,4.0,1,1,2.0,21,4.0,2000.0,1,6,0.667,1.0,0.0,1.0,8,80810.0
251748,116.36556200000001,39.982896000000004,1111027380129,20140420,4,290.0,55.5,2.0,1,1,1.0,18,1.0,1990.0,3,6,0.28600000000000003,1.0,1.0,1.0,8,85645.0
111782,116.337461,40.086345,1111027381983,20151025,19,203.8,95.0,2.0,1,1,1.0,6,4.0,2000.0,4,2,0.5,0.0,1.0,0.0,6,40612.0
158180,116.51218200000001,39.928407,1111027379400,20141026,3,208.0,66.41,2.0,1,1,1.0,14,4.0,1986.0,4,6,0.25,0.0,1.0,1.0,7,59271.0
118172,116.330198,40.074228000000005,1111027381003,20160420,64,374.0,100.71,2.0,1,1,1.0,20,4.0,2007.0,1,6,1.0,1.0,1.0,1.0,6,50205.0
118269,116.354215,40.083501,1111027378211,20160424,26,310.0,140.97,3.0,2,1,2.0,6,4.0,2003.0,4,2,0.5,0.0,1.0,0.0,6,39052.0
193162,116.52511499999999,39.922302,1111027377930,20160529,15,259.5,64.24,1.0,1,1,1.0,16,1.0,2001.0,4,6,0.25,1.0,1.0,1.0,7,52999.0
136767,116.51151999999999,39.901436,1111027381719,20130306,0,345.0,101.45,2.0,2,1,2.0,14,4.0,2007.0,1,6,0.4,1.0,0.0,1.0,7,62702.0
36524,116.423426,39.964365,1111027373924,20160926,4,540.0,56.71,2.0,1,1,1.0,5,4.0,1989.0,3,4,0.33299999999999996,0.0,1.0,1.0,1,92516.0
139051,116.45072900000001,39.977923,1111043364345,20130420,0,544.0,95.81,2.0,2,1,1.0,26,4.0,2011.0,1,6,0.667,1.0,0.0,1.0,7,109848.0
16698,116.44015700000001,39.983438,1111027379653,20160812,80,393.0,57.93,2.0,1,1,1.0,6,4.0,1991.0,4,2,0.5,0.0,1.0,1.0,7,74408.0
141166,116.568799,39.853078000000004,1111027374302,20130715,3,208.0,81.31,2.0,2,1,1.0,22,1.0,2008.0,1,6,0.33299999999999996,1.0,0.0,0.0,7,48906.0
304611,116.390781,39.959476,1111027373722,20140830,6,335.0,65.6,3.0,1,1,1.0,6,4.0,1989.0,4,2,0.5,0.0,1.0,1.0,10,123885.0
145905,116.544954,39.971689000000005,1111042722170,20131022,3,303.0,81.79,2.0,2,1,1.0,6,4.0,2013.0,1,6,0.5,1.0,0.0,0.0,7,64868.0
42031,116.47638,39.875690999999996,1111027378305,20161031,4,655.0,101.93,2.0,2,1,1.0,25,1.0,2010.0,3,6,0.375,1.0,1.0,1.0,7,65820.0
18517,116.265774,40.170928,1111027375904,20160726,4,265.0,89.0,2.0,1,1,1.0,17,4.0,2010.0,3,6,1.0,1.0,0.0,0.0,6,43737.0
58263,116.331446,40.085293,1111027374438,20170111,5,420.0,95.03,2.0,1,1,1.0,6,4.0,2000.0,4,2,0.5,0.0,1.0,1.0,6,42926.0
22328,116.48617,39.991082,1111027378071,20160811,6,654.5,122.51,2.0,2,1,2.0,21,1.0,2003.0,1,6,0.25,1.0,0.0,1.0,7,61239.0
42453,116.49041100000001,39.798212,1111027374812,20161228,25,350.0,90.68,2.0,1,1,1.0,6,4.0,2002.0,3,4,0.5,0.0,1.0,0.0,3,51025.0
261527,116.31213100000001,39.970749,1111027381078,20151209,59,300.0,42.3,1.0,1,1,1.0,6,4.0,1990.0,3,4,0.33299999999999996,0.0,1.0,0.0,8,90890.0
45158,116.432151,39.905567,1111027376916,20170115,0,775.0,91.07,1.0,1,1,1.0,16,3.0,1999.0,1,6,0.667,1.0,1.0,1.0,1,78508.0
1728,116.497474,39.810115,1111027377957,20160711,9,110.0,36.0,1.0,0,1,1.0,24,1.0,2009.0,4,6,0.25,1.0,0.0,1.0,3,54282.0
280194,116.661657,40.18394,1111027378373,20140705,6,210.0,122.59,3.0,2,1,2.0,6,4.0,2002.0,1,4,0.5,0.0,1.0,0.0,13,29442.0
270031,116.221549,39.905466,1111027378940,20120825,0,253.5,97.8,2.0,2,1,1.0,15,3.0,,1,6,0.222,1.0,1.0,1.0,9,51436.0
231509,116.39459199999999,39.861389,1111027375040,20150214,0,195.0,61.1,2.0,1,1,1.0,6,4.0,1988.0,3,2,0.33299999999999996,0.0,0.0,0.0,2,53478.0
163884,116.521988,39.927428000000006,1111027378890,20150824,13,266.0,66.65,1.0,2,1,1.0,13,3.0,2008.0,4,6,0.4,1.0,0.0,1.0,7,73994.0
145261,116.457117,39.971046,1111027379247,20131223,18,267.0,64.94,2.0,1,1,1.0,18,1.0,1994.0,1,6,0.222,1.0,1.0,1.0,7,64989.0
30178,116.211223,39.768297,1111053689921,20160917,7,360.0,89.58,2.0,1,1,1.0,21,1.0,2012.0,4,6,0.5,1.0,0.0,1.0,5,41280.0
301371,116.387942,39.962414,1111027380105,20130727,1,235.0,41.4,1.0,1,1,1.0,6,4.0,1986.0,1,2,0.33299999999999996,0.0,1.0,0.0,10,113284.0
31905,116.330198,40.074228000000005,1111027381003,20160831,9,300.0,56.68,1.0,1,1,1.0,20,3.0,2007.0,1,6,0.33299999999999996,1.0,0.0,1.0,6,50205.0
130202,116.38072700000001,40.01826,1111027375623,20120927,0,497.0,115.08,2.0,2,1,1.0,12,4.0,2002.0,1,6,0.5,1.0,1.0,0.0,7,92164.0
6054,116.42929299999999,39.872461,1111027374678,20160628,5,206.0,46.39,1.0,0,1,1.0,32,1.0,2005.0,4,6,0.158,1.0,0.0,1.0,2,61390.0
109126,116.37316799999999,40.086703,1111027380361,20150619,4,177.0,52.49,1.0,1,1,1.0,6,4.0,2004.0,4,6,0.16699999999999998,0.0,1.0,1.0,6,64122.0
3832,116.55995300000001,40.117154,1111027377343,20160621,24,430.0,107.0,3.0,2,1,1.0,10,3.0,2011.0,3,6,0.5,1.0,0.0,0.0,13,54715.0
310030,116.391726,39.978788,1111027382272,20150607,0,413.0,59.8,2.0,1,1,1.0,20,1.0,1990.0,1,2,0.28600000000000003,1.0,1.0,1.0,10,121898.0
215158,116.371423,39.803826,1111027380074,20150809,5,138.5,55.89,1.0,1,1,1.0,6,4.0,1995.0,4,2,0.33299999999999996,0.0,1.0,0.0,4,41055.0
24581,116.56128899999999,39.830621,1111046548085,20160826,17,206.0,56.0,1.0,1,1,1.0,18,4.0,2014.0,1,6,0.33299999999999996,1.0,0.0,0.0,11,44200.0
180758,116.43793899999999,39.999421000000005,1111027380024,20151207,65,292.0,70.52,2.0,1,1,1.0,13,3.0,,4,6,1.0,1.0,1.0,1.0,7,66957.0
276340,116.16293799999998,39.939005,1111027378401,20160227,3,167.0,60.18,2.0,1,1,1.0,14,3.0,1988.0,4,6,0.33299999999999996,0.0,1.0,0.0,9,39314.0
